UniProt_ID,PDB_ID,chain_id,chain_length,score,coverageChain,coverageUniProt,identity,pass_filter
P30988,7TYF,B,375,35.5,1,0.791139241,0.099706745,FALSE
P30988,7TYF,E,112,36,1,0.23628692,0.226415094,FALSE
P30988,7TYF,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,7TYF,N,136,36.5,1,0.286919831,0.294117647,FALSE
P30988,7TYF,P,44,29.5,1,0.092827004,0.333333333,FALSE
P30988,7TYF,R,402,2023,1,0.848101266,0.912935323,TRUE
P30988,7TYH,A,229,37,1,0.483122363,0.2,FALSE
P30988,7TYH,B,338,35.5,1,0.713080169,0.102719033,FALSE
P30988,7TYH,G,54,26.5,1,0.113924051,0.245283019,FALSE
P30988,7TYH,N,127,36.5,1,0.267932489,0.338983051,FALSE
P30988,7TYH,E,97,43.5,1,0.20464135,0.125,FALSE
P30988,7TYH,P,33,19,1,0.069620253,0.212121212,FALSE
P30988,7TYH,R,369,2030,1,0.778481013,1,TRUE
P30988,7TYI,A,228,45.5,1,0.481012658,0.104651163,FALSE
P30988,7TYI,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,7TYI,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,7TYI,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,7TYI,P,38,29.5,1,0.080168776,0.4,FALSE
P30988,7TYI,R,379,2010,1,0.799578059,0.968337731,TRUE
P30988,7TYL,A,228,45.5,1,0.481012658,0.104651163,FALSE
P30988,7TYL,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,7TYL,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,7TYL,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,7TYL,P,38,29.5,1,0.080168776,0.4,FALSE
P30988,7TYL,R,369,2034,1,0.778481013,1,TRUE
P30988,7TYN,P,33,24,1,0.069620253,0.121212121,FALSE
P30988,7TYN,R,390,2056,1,0.82278481,0.956410256,TRUE
P30988,7TYN,A,227,45.5,1,0.478902954,0.111111111,FALSE
P30988,7TYN,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,7TYN,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,7TYN,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,7TYO,A,228,45.5,1,0.481012658,0.104651163,FALSE
P30988,7TYO,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,7TYO,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,7TYO,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,7TYO,P,33,19,1,0.069620253,0.212121212,FALSE
P30988,7TYO,R,362,1953.5,1,0.76371308,0.991712707,TRUE
P30988,7TYW,E,109,37,1,0.229957806,0.262135922,FALSE
P30988,7TYW,P,34,24,1,0.071729958,0.117647059,FALSE
P30988,7TYW,R,375,2040,1,0.791139241,0.986666667,TRUE
P30988,7TYW,A,227,40,1,0.478902954,0.184210526,FALSE
P30988,7TYW,B,338,35.5,1,0.713080169,0.102719033,FALSE
P30988,7TYW,G,54,26.5,1,0.113924051,0.245283019,FALSE
P30988,7TYW,N,127,36.5,1,0.267932489,0.338983051,FALSE
P30988,7TYX,E,112,43.5,1,0.23628692,0.099099099,FALSE
P30988,7TYX,P,38,29.5,1,0.080168776,0.4,FALSE
P30988,7TYX,R,378,2002,1,0.797468354,0.965608466,TRUE
P30988,7TYX,A,233,41.5,1,0.491561181,0.11299435,FALSE
P30988,7TYX,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,7TYX,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,7TYX,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,7TYY,E,101,45,1,0.213080169,0.268817204,FALSE
P30988,7TYY,P,35,24,1,0.073839662,0.114285714,FALSE
P30988,7TYY,R,381,2030,1,0.803797468,0.968503937,TRUE
P30988,7TYY,A,230,37,1,0.485232068,0.198019802,FALSE
P30988,7TYY,B,338,35.5,1,0.713080169,0.102719033,FALSE
P30988,7TYY,G,54,26.5,1,0.113924051,0.245283019,FALSE
P30988,7TYY,N,127,36.5,1,0.267932489,0.338983051,FALSE
P30988,7TZF,E,115,33.5,1,0.242616034,0.22,FALSE
P30988,7TZF,P,45,29.5,1,0.094936709,0.324324324,FALSE
P30988,7TZF,R,401,2023,1,0.845991561,0.91521197,TRUE
P30988,7TZF,A,233,42.5,1,0.491561181,0.113636364,FALSE
P30988,7TZF,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,7TZF,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,7TZF,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,8F0J,P,49,27,1,0.103375527,0.333333333,FALSE
P30988,8F0J,R,401,2045,1,0.845991561,0.925187032,TRUE
P30988,8F0J,A,228,45.5,1,0.481012658,0.111111111,FALSE
P30988,8F0J,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,8F0J,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,8F0J,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,8F0K,E,118,33.5,1,0.248945148,0.213592233,FALSE
P30988,8F0K,P,45,29.5,1,0.094936709,0.351351351,FALSE
P30988,8F0K,R,413,2034,1,0.871308017,0.89346247,TRUE
P30988,8F0K,A,231,45.5,1,0.487341772,0.104651163,FALSE
P30988,8F0K,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,8F0K,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,8F0K,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,8F2A,E,119,33.5,1,0.251054852,0.211538462,FALSE
P30988,8F2A,P,38,29.5,1,0.080168776,0.433333333,FALSE
P30988,8F2A,R,371,2034,1,0.782700422,0.994609164,TRUE
P30988,8F2A,A,231,37,1,0.487341772,0.2,FALSE
P30988,8F2A,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,8F2A,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,8F2A,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,8F2B,A,230,45.5,1,0.485232068,0.104651163,FALSE
P30988,8F2B,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,8F2B,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,8F2B,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,8F2B,E,117,33.5,1,0.246835443,0.215686275,FALSE
P30988,8F2B,P,47,27,1,0.099156118,0.351351351,FALSE
P30988,8F2B,R,404,2034,1,0.852320675,0.913366337,TRUE
P30988,9AUC,A,231,42.5,1,0.487341772,0.12,FALSE
P30988,9AUC,B,339,35.5,1,0.715189873,0.102409639,FALSE
P30988,9AUC,G,55,26.5,1,0.116033755,0.240740741,FALSE
P30988,9AUC,N,128,36.5,1,0.270042194,0.333333333,FALSE
P30988,9AUC,E,117,36,1,0.246835443,0.216216216,FALSE
P30988,9AUC,P,45,21,1,0.094936709,0.155555556,FALSE
P30988,9AUC,R,386,2027,1,0.814345992,0.953367876,TRUE
P41587,2X57,A,141,503,1,0.321917808,0.645390071,FALSE
P41587,2X57,B,156,503,1,0.356164384,0.583333333,FALSE
P41587,2X57,C,151,503,1,0.344748858,0.602649007,FALSE
P41587,7VQX,A,237,37.5,1,0.54109589,0.155688623,FALSE
P41587,7VQX,B,340,40,1,0.776255708,0.183050847,FALSE
P41587,7VQX,G,55,23,1,0.125570776,0.109090909,FALSE
P41587,7VQX,L,27,22,1,0.061643836,0.111111111,FALSE
P41587,7VQX,N,128,45,1,0.292237443,0.1328125,FALSE
P41587,7VQX,R,361,1918,1,0.824200913,1,TRUE
P41587,7WBJ,R,359,1904,1,0.819634703,1,TRUE
P41587,7WBJ,L,27,22,1,0.061643836,0.111111111,FALSE
P41587,7WBJ,A,237,37.5,1,0.54109589,0.155688623,FALSE
P41587,7WBJ,B,340,40,1,0.776255708,0.183050847,FALSE
P41587,7WBJ,G,55,23,1,0.125570776,0.109090909,FALSE
P41587,7WBJ,N,128,45,1,0.292237443,0.1328125,FALSE
P32241,1OF2,A,530,36.5,1,1.159737418,0.095419847,FALSE
P32241,1OF2,B,174,29.5,1,0.380743982,0.176470588,FALSE
P32241,1OF2,C,27,59,1,0.059080963,0.333333333,FALSE
P32241,1OGT,A,766,36.5,1,1.676148796,0.095419847,FALSE
P32241,1OGT,B,303,29.5,1,0.663019694,0.176470588,FALSE
P32241,1OGT,C,43,59,1,0.094091904,0.209302326,FALSE
P32241,3B3I,A,587,36.5,1,1.284463895,0.095419847,FALSE
P32241,3B3I,B,216,29.5,1,0.472647702,0.176470588,FALSE
P32241,3B3I,C,16,59,1,0.035010941,0.5625,FALSE
P32241,3B6S,A,679,36.5,1,1.485776805,0.095419847,FALSE
P32241,3B6S,B,241,29.5,1,0.527352298,0.176470588,FALSE
P32241,3B6S,C,20,59,1,0.043763676,0.45,FALSE
P32241,3DTX,A,425,36.5,1,0.929978118,0.095419847,FALSE
P32241,3DTX,B,160,29.5,1,0.350109409,0.176470588,FALSE
P32241,3DTX,C,16,59,1,0.035010941,0.5625,FALSE
P32241,3HCV,A,470,36.5,1,1.028446389,0.095419847,FALSE
P32241,3HCV,B,163,29.5,1,0.356673961,0.176470588,FALSE
P32241,3HCV,C,18,59,1,0.039387309,0.5,FALSE
P32241,5DEF,A,685,32.5,1,1.498905908,0.091603053,FALSE
P32241,5DEF,B,252,29.5,1,0.551422319,0.176470588,FALSE
P32241,5DEF,C,28,59,1,0.061269147,0.321428571,FALSE
P32241,5DEG,A,552,32.5,1,1.207877462,0.091603053,FALSE
P32241,5DEG,B,207,29.5,1,0.452954048,0.176470588,FALSE
P32241,5DEG,C,20,59,1,0.043763676,0.45,FALSE
P32241,5IB1,A,382,36.5,1,0.835886214,0.095419847,FALSE
P32241,5IB1,B,126,29.5,1,0.27571116,0.176470588,FALSE
P32241,5IB1,C,13,59,1,0.028446389,0.692307692,FALSE
P32241,5IB2,A,598,36.5,1,1.308533917,0.095419847,FALSE
P32241,5IB2,B,203,29.5,1,0.444201313,0.18,FALSE
P32241,5IB2,C,20,59,1,0.043763676,0.45,FALSE
P32241,5IB3,A,489,36.5,1,1.070021882,0.095419847,FALSE
P32241,5IB3,B,151,29.5,1,0.330415755,0.176470588,FALSE
P32241,5IB3,C,17,59,1,0.037199125,0.529411765,FALSE
P32241,5IB4,A,427,36.5,1,0.934354486,0.095419847,FALSE
P32241,5IB4,B,143,29.5,1,0.312910284,0.176470588,FALSE
P32241,5IB4,C,14,59,1,0.030634573,0.642857143,FALSE
P32241,5IB5,A,342,36.5,1,0.748358862,0.095419847,FALSE
P32241,5IB5,B,120,29.5,1,0.262582057,0.176470588,FALSE
P32241,5IB5,C,15,59,1,0.032822757,0.6,FALSE
P32241,5IB5,D,355,36.5,1,0.776805252,0.095419847,FALSE
P32241,5IB5,E,122,29.5,1,0.266958425,0.176470588,FALSE
P32241,5IB5,F,19,59,1,0.041575492,0.473684211,FALSE
P32241,6VN7,R,273,1368,1,0.597374179,0.963369963,FALSE
P32241,6VN7,L,27,23,1,0.059080963,0.222222222,FALSE
P32241,6VN7,A,239,29,1,0.52297593,0.071942446,FALSE
P32241,6VN7,B,340,43.5,1,0.743982495,0.174657534,FALSE
P32241,6VN7,G,55,24,1,0.120350109,0.127272727,FALSE
P32241,6VN7,N,128,43,1,0.280087527,0.261682243,FALSE
P32241,7ALO,A,473,36.5,1,1.035010941,0.095419847,FALSE
P32241,7ALO,B,176,29.5,1,0.38512035,0.18,FALSE
P32241,7ALO,C,12,50,1,0.026258206,0.666666667,FALSE
P32241,7ALO,D,465,36.5,1,1.01750547,0.095419847,FALSE
P32241,7ALO,E,169,29.5,1,0.369803063,0.18,FALSE
P32241,7ALO,F,17,50,1,0.037199125,0.470588235,FALSE
P32241,8E3Y,A,221,29,1,0.483588621,0.067164179,FALSE
P32241,8E3Y,B,338,43.5,1,0.739606127,0.172413793,FALSE
P32241,8E3Y,G,55,24,1,0.120350109,0.127272727,FALSE
P32241,8E3Y,N,126,43,1,0.27571116,0.266666667,FALSE
P32241,8E3Y,P,29,23,1,0.06345733,0.206896552,FALSE
P32241,8E3Y,R,384,1999,1,0.840262582,0.96875,TRUE
P32241,8E3Z,A,217,29,1,0.474835886,0.069230769,FALSE
P32241,8E3Z,B,334,41,1,0.730853392,0.172413793,FALSE
P32241,8E3Z,G,55,24,1,0.120350109,0.127272727,FALSE
P32241,8E3Z,N,126,43,1,0.27571116,0.266666667,FALSE
P32241,8E3Z,P,29,23,1,0.06345733,0.172413793,FALSE
P32241,8E3Z,R,376,1999,1,0.822757112,0.989361702,TRUE
Q16602,3AQF,A,90,43.5,1,0.195227766,0.172413793,FALSE
Q16602,3AQF,B,116,567,1,0.251626898,0.836206897,FALSE
Q16602,3N7P,A,108,578,1,0.234273319,0.925925926,FALSE
Q16602,3N7P,B,108,571,1,0.234273319,0.916666667,FALSE
Q16602,3N7P,C,76,366.5,1,0.164859002,0.894736842,FALSE
Q16602,3N7P,D,102,40,1,0.221258134,0.216494845,FALSE
Q16602,3N7P,E,85,38.5,1,0.184381779,0.25,FALSE
Q16602,3N7P,F,81,38.5,1,0.175704989,0.263157895,FALSE
Q16602,3N7P,J,108,563,1,0.234273319,0.898148148,FALSE
Q16602,3N7P,R,104,40,1,0.225596529,0.212121212,FALSE
Q16602,3N7R,A,103,521.5,1,0.223427332,0.883495146,FALSE
Q16602,3N7R,B,104,525.5,1,0.225596529,0.884615385,FALSE
Q16602,3N7R,C,88,40,1,0.190889371,0.253012048,FALSE
Q16602,3N7R,D,90,38.5,1,0.195227766,0.235294118,FALSE
Q16602,3N7S,A,122,538,1,0.264642082,0.770491803,FALSE
Q16602,3N7S,B,137,540.5,1,0.297180043,0.693430657,FALSE
Q16602,3N7S,C,127,40,1,0.275488069,0.172131148,FALSE
Q16602,3N7S,D,112,40,1,0.242950108,0.196261682,FALSE
Q16602,4RWF,A,943,574,1,2.045553145,0.221258134,FALSE
Q16602,4RWF,B,30,22,1,0.065075922,0.133333333,FALSE
Q16602,4RWF,C,2,0,0,0,0,FALSE
Q16602,4RWG,A,596,569,1,1.292841649,0.591715976,FALSE
Q16602,4RWG,B,593,641,1,1.286334056,0.66091954,FALSE
Q16602,4RWG,C,552,517.5,1,1.197396963,0.709923664,TRUE
Q16602,4RWG,D,13,13,1,0.028199566,0.153846154,FALSE
Q16602,4RWG,E,13,13,1,0.028199566,0.153846154,FALSE
Q16602,4RWG,F,11,13,1,0.023861171,0.181818182,FALSE
Q16602,4RWG,G,2,0,0,0,0,FALSE
Q16602,4RWG,H,2,0,0,0,0,FALSE
Q16602,4RWG,I,2,0,0,0,0,FALSE
Q16602,5V6Y,A,552,554,1,1.197396963,0.732824427,TRUE
Q16602,5V6Y,B,552,558,1,1.197396963,0.753846154,TRUE
Q16602,5V6Y,C,549,558,1,1.190889371,0.759689922,TRUE
Q16602,5V6Y,D,547,544,1,1.186550976,0.734375,TRUE
Q16602,5V6Y,E,16,23,1,0.034707158,0.1875,FALSE
Q16602,5V6Y,F,16,23,1,0.034707158,0.1875,FALSE
Q16602,5V6Y,G,14,23,1,0.030368764,0.214285714,FALSE
Q16602,5V6Y,H,14,23,1,0.030368764,0.214285714,FALSE
Q16602,5V6Y,I,2,0,0,0,0,FALSE
Q16602,5V6Y,J,2,0,0,0,0,FALSE
Q16602,5V6Y,K,2,0,0,0,0,FALSE
Q16602,5V6Y,L,2,0,0,0,0,FALSE
Q16602,6D1U,A,847,560,1,1.837310195,0.234042553,FALSE
Q16602,6D1U,B,657,563,1,1.42516269,0.429184549,FALSE
Q16602,6D1U,C,687,632,1,1.490238612,0.422222222,FALSE
Q16602,6D1U,D,22,18,1,0.047722343,0.136363636,FALSE
Q16602,6D1U,E,22,18,1,0.047722343,0.136363636,FALSE
Q16602,6D1U,F,17,18,1,0.036876356,0.176470588,FALSE
Q16602,6D1U,G,2,0,0,0,0,FALSE
Q16602,6D1U,H,2,0,0,0,0,FALSE
Q16602,6D1U,I,2,0,0,0,0,FALSE
Q16602,6E3Y,P,35,22.5,1,0.075921909,0.225806452,FALSE
Q16602,6E3Y,N,126,34.5,1,0.273318872,0.261904762,FALSE
Q16602,6E3Y,A,188,35.5,1,0.407809111,0.15819209,FALSE
Q16602,6E3Y,B,336,37,1,0.728850325,0.263157895,FALSE
Q16602,6E3Y,G,49,23.5,1,0.106290672,0.155555556,FALSE
Q16602,6E3Y,R,346,1835,1,0.750542299,1,TRUE
Q16602,6E3Y,E,115,40.5,1,0.249457701,0.224299065,FALSE
Q16602,6UMG,H,247,38,1,0.535791757,0.135514019,FALSE
Q16602,6UMG,L,229,38.5,1,0.496746204,0.097674419,FALSE
Q16602,6UMG,C,126,617.5,1,0.273318872,0.865079365,FALSE
Q16602,6UMG,R,85,38.5,1,0.184381779,0.25,FALSE
Q16602,6UMG,h,231,31,1,0.501084599,0.093457944,FALSE
Q16602,6UMG,l,227,38.5,1,0.492407809,0.098591549,FALSE
Q16602,6UMG,c,125,624,1,0.271149675,0.872,FALSE
Q16602,6UMG,r,84,38.5,1,0.182212581,0.253164557,FALSE
Q16602,6UUN,A,190,37,1,0.412147505,0.183206107,FALSE
Q16602,6UUN,B,336,37,1,0.728850325,0.263157895,FALSE
Q16602,6UUN,E,108,40.5,1,0.234273319,0.161904762,FALSE
Q16602,6UUN,G,49,23.5,1,0.106290672,0.155555556,FALSE
Q16602,6UUN,N,126,34.5,1,0.273318872,0.261904762,FALSE
Q16602,6UUN,P,39,26,1,0.084598698,0.076923077,FALSE
Q16602,6UUN,R,354,1897,1,0.767895879,1,TRUE
Q16602,6UUS,A,190,37,1,0.412147505,0.183206107,FALSE
Q16602,6UUS,B,336,37,1,0.728850325,0.263157895,FALSE
Q16602,6UUS,G,49,23.5,1,0.106290672,0.155555556,FALSE
Q16602,6UUS,N,126,34.5,1,0.273318872,0.261904762,FALSE
Q16602,6UUS,P,37,26,1,0.080260304,0.081081081,FALSE
Q16602,6UUS,R,341,1802.5,1,0.739696312,1,TRUE
Q16602,6UUS,E,111,37,1,0.240780911,0.174311927,FALSE
Q16602,6UVA,A,190,37,1,0.412147505,0.183206107,FALSE
Q16602,6UVA,B,336,37,1,0.728850325,0.263157895,FALSE
Q16602,6UVA,G,49,23.5,1,0.106290672,0.155555556,FALSE
Q16602,6UVA,N,126,34.5,1,0.273318872,0.261904762,FALSE
Q16602,6UVA,E,111,37,1,0.240780911,0.174311927,FALSE
Q16602,6UVA,P,43,30,1,0.093275488,0.139534884,FALSE
Q16602,6UVA,R,344,1826,1,0.746203905,1,TRUE
Q16602,6V2E,A,1139,574,1,2.470715835,0.221258134,FALSE
Q16602,6V2E,B,38,20,1,0.082429501,0.052631579,FALSE
Q16602,6V2E,C,2,0,0,0,0,FALSE
Q16602,6ZHO,A,1107,627,1,2.401301518,0.251626898,FALSE
Q16602,6ZHO,B,2,0,0,0,0,FALSE
Q16602,6ZIS,A,855,614.5,1,1.854663774,0.26635514,FALSE
Q16602,6ZIS,B,2,0,0,0,0,FALSE
Q16602,7KNT,E,114,40.5,1,0.247288503,0.226415094,FALSE
Q16602,7KNT,R,341,1809.5,1,0.739696312,1,TRUE
Q16602,7KNU,E,115,40.5,1,0.249457701,0.224299065,FALSE
Q16602,7KNU,P,11,14,1,0.023861171,0.363636364,FALSE
Q16602,7KNU,R,341,1809.5,1,0.739696312,1,TRUE
Q16602,7P0F,A,953,552,1,2.067245119,0.216157205,FALSE
Q16602,7P0F,D,2,0,0,0,0,FALSE
Q16602,7P0I,A,764,600.5,1,1.657266811,0.320359281,FALSE
Q16602,7P0I,B,2,0,0,0,0,FALSE
Q16602,8AX5,A,630,526,1,1.36659436,0.472906404,FALSE
Q16602,8AX5,C,2,0,0,0,0,FALSE
Q16602,8AX6,A,1071,634,1,2.323210412,0.251091703,FALSE
Q16602,8AX6,C,2,0,0,0,0,FALSE
Q16602,8AX7,A,1181,634,1,2.561822126,0.251091703,FALSE
Q16602,8AX7,E,2,0,0,0,0,FALSE
P34998,2L27,A,84,462,1,0.202409639,1,FALSE
P34998,2L27,B,38,30,1,0.091566265,0.263157895,FALSE
P34998,3EHS,A,463,466,1,1.115662651,0.754385965,TRUE
P34998,3EHS,B,2,0,0,0,0,FALSE
P34998,3EHT,A,452,442,1,1.089156627,0.786407767,TRUE
P34998,3EHT,B,12,14,1,0.028915663,0.416666667,FALSE
P34998,3EHT,C,2,0,0,0,0,FALSE
P34998,3EHU,A,660,434,1,1.590361446,0.250773994,FALSE
P34998,3EHU,B,669,434,1,1.612048193,0.243975904,FALSE
P34998,3EHU,C,22,18,1,0.053012048,0.181818182,FALSE
P34998,3EHU,D,21,18,1,0.05060241,0.19047619,FALSE
P34998,3EHU,E,2,0,0,0,0,FALSE
P34998,3EHU,F,2,0,0,0,0,FALSE
P34998,4K5Y,A,416,1148,1,1.002409639,0.918918919,TRUE
P34998,4K5Y,B,409,1080,1,0.985542169,0.900793651,TRUE
P34998,4K5Y,C,250,1241,1,0.602409639,0.948,FALSE
P34998,4Z9G,A,427,1228,1,1.028915663,0.932835821,TRUE
P34998,4Z9G,B,419,1183.5,1,1.009638554,0.938461538,TRUE
P34998,4Z9G,C,409,1099,1,0.985542169,0.928,TRUE
P34998,6P9X,A,199,38.5,1,0.479518072,0.196850394,FALSE
P34998,6P9X,B,338,31.5,1,0.814457831,0.094972067,FALSE
P34998,6P9X,G,56,40,1,0.134939759,0.254545455,FALSE
P34998,6P9X,N,126,33.5,1,0.303614458,0.103174603,FALSE
P34998,6P9X,R,277,1447,1,0.66746988,0.971119134,FALSE
P34998,6P9X,P,36,23,1,0.086746988,0.138888889,FALSE
P34998,6PB0,R,293,1508,1,0.706024096,0.959044369,TRUE
P34998,6PB0,U,39,28,1,0.093975904,0.128205128,FALSE
P34998,6PB0,A,227,34,1,0.546987952,0.110619469,FALSE
P34998,6PB0,B,338,31.5,1,0.814457831,0.094972067,FALSE
P34998,6PB0,G,57,40,1,0.137349398,0.25,FALSE
P34998,6PB0,N,126,33.5,1,0.303614458,0.103174603,FALSE
P34998,8GTG,A,264,1312,1,0.636144578,0.950757576,FALSE
P34998,8GTG,B,160,35,1,0.385542169,0.112582781,FALSE
P34998,8GTI,A,269,1312,1,0.648192771,0.933085502,FALSE
P34998,8GTI,B,160,35,1,0.385542169,0.112582781,FALSE
P34998,8GTM,A,264,1312,1,0.636144578,0.950757576,FALSE
P34998,8GTM,B,160,35,1,0.385542169,0.112582781,FALSE
Q02643,2XDG,A,135,495,1,0.319148936,0.644444444,FALSE
Q02643,2XDG,B,131,495,1,0.309692671,0.664122137,FALSE
Q02643,7CZ5,R,272,1410,1,0.643026005,0.988970588,FALSE
Q02643,7CZ5,A,230,34.5,1,0.543735225,0.128571429,FALSE
Q02643,7CZ5,P,29,21,1,0.06855792,0.172413793,FALSE
Q02643,7CZ5,B,338,33,1,0.799054374,0.117647059,FALSE
Q02643,7CZ5,G,57,24,1,0.134751773,0.070175439,FALSE
Q02643,7CZ5,N,126,30.5,1,0.29787234,0.138211382,FALSE
O95838,7D68,A,227,38,1,0.410488246,0.187214612,FALSE
O95838,7D68,B,338,33,1,0.611211573,0.082969432,FALSE
O95838,7D68,G,57,23,1,0.103074141,0.157894737,FALSE
O95838,7D68,N,126,35,1,0.227848101,0.151260504,FALSE
O95838,7D68,P,31,23,1,0.056057866,0.233333333,FALSE
O95838,7D68,R,298,1537,1,0.538878843,0.979865772,FALSE
P47871,2A83,A,749,40.5,1,1.570230608,0.064989518,FALSE
P47871,2A83,B,294,30,1,0.616352201,0.064150943,FALSE
P47871,2A83,C,25,59,1,0.052410901,0.36,FALSE
P47871,3CZF,A,772,40.5,1,1.618448637,0.064989518,FALSE
P47871,3CZF,B,297,30,1,0.622641509,0.063432836,FALSE
P47871,3CZF,C,30,59,1,0.062893082,0.3,FALSE
P47871,4ERS,L,241,37.5,1,0.50524109,0.14,FALSE
P47871,4ERS,H,269,44,1,0.5639413,0.196428571,FALSE
P47871,4ERS,A,109,581,1,0.22851153,0.880733945,FALSE
P47871,4L6R,A,399,1500,1,0.836477987,0.744360902,TRUE
P47871,4LF3,A,226,37.5,1,0.473794549,0.151351351,FALSE
P47871,4LF3,B,250,43,1,0.524109015,0.208737864,FALSE
P47871,4LF3,C,101,571,1,0.211740042,0.930693069,FALSE
P47871,4LF3,D,235,37.5,1,0.492662474,0.144329897,FALSE
P47871,4LF3,E,268,43,1,0.561844864,0.191964286,FALSE
P47871,4LF3,F,101,566,1,0.211740042,0.920792079,FALSE
P47871,5EE7,A,457,1159,1,0.958071279,0.825082508,TRUE
P47871,5XEZ,A,547,2015.5,1,1.146750524,0.989847716,TRUE
P47871,5XEZ,B,502,2045.5,1,1.052410901,0.979949875,TRUE
P47871,5XEZ,C,231,44,1,0.48427673,0.23655914,FALSE
P47871,5XEZ,D,214,37.5,1,0.448637317,0.161849711,FALSE
P47871,5XEZ,H,231,44,1,0.48427673,0.23655914,FALSE
P47871,5XEZ,L,214,37.5,1,0.448637317,0.161849711,FALSE
P47871,5XEZ,E,2,0,0,0,0,FALSE
P47871,5XEZ,F,2,0,0,0,0,FALSE
P47871,5XEZ,G,2,0,0,0,0,FALSE
P47871,5XEZ,I,2,0,0,0,0,FALSE
P47871,5XEZ,J,2,0,0,0,0,FALSE
P47871,6LMK,A,231,36,1,0.48427673,0.082251082,FALSE
P47871,6LMK,B,339,34,1,0.710691824,0.126984127,FALSE
P47871,6LMK,C,56,27,1,0.117400419,0.145454545,FALSE
P47871,6LMK,N,128,27,1,0.268343816,0.109375,FALSE
P47871,6LMK,R,395,2133,1,0.828092243,1,TRUE
P47871,6LMK,E,29,28,1,0.060796646,0.172413793,FALSE
P47871,6LML,A,224,39,1,0.469601677,0.103139013,FALSE
P47871,6LML,B,306,34,1,0.641509434,0.126984127,FALSE
P47871,6LML,C,33,27,1,0.06918239,0.212121212,FALSE
P47871,6LML,D,232,33,1,0.486373166,0.068965517,FALSE
P47871,6LML,E,29,28,1,0.060796646,0.172413793,FALSE
P47871,6LML,R,395,2116,1,0.828092243,0.992405063,TRUE
P47871,6WHC,A,219,35,1,0.459119497,0.125,FALSE
P47871,6WHC,B,332,34,1,0.696016771,0.126984127,FALSE
P47871,6WHC,C,47,27,1,0.098532495,0.152173913,FALSE
P47871,6WHC,E,29,28,1,0.060796646,0.172413793,FALSE
P47871,6WHC,N,128,27,1,0.268343816,0.109375,FALSE
P47871,6WHC,R,371,1969,1,0.777777778,1,TRUE
P47871,6WPW,C,222,35.5,1,0.465408805,0.128342246,FALSE
P47871,6WPW,D,340,34,1,0.71278826,0.126984127,FALSE
P47871,6WPW,G,59,27,1,0.123689727,0.137931034,FALSE
P47871,6WPW,N,128,27,1,0.268343816,0.109375,FALSE
P47871,6WPW,P,29,28,1,0.060796646,0.172413793,FALSE
P47871,6WPW,R,398,2127,1,0.834381551,0.997487437,TRUE
P47871,7V35,A,207,38.5,1,0.433962264,0.141242938,FALSE
P47871,7V35,B,338,34,1,0.708595388,0.126984127,FALSE
P47871,7V35,C,49,27,1,0.102725367,0.145833333,FALSE
P47871,7V35,N,126,27,1,0.264150943,0.111111111,FALSE
P47871,7V35,P,29,34,1,0.060796646,0.24137931,FALSE
P47871,7V35,R,392,2103,1,0.821802935,1,TRUE
P47871,8FU6,A,212,37,1,0.444444444,0.123595506,FALSE
P47871,8FU6,B,339,34,1,0.710691824,0.126984127,FALSE
P47871,8FU6,G,58,27,1,0.121593291,0.140350877,FALSE
P47871,8FU6,N,128,27,1,0.268343816,0.109375,FALSE
P47871,8FU6,P,29,28,1,0.060796646,0.172413793,FALSE
P47871,8FU6,R,346,1784.5,1,0.725366876,0.997109827,TRUE
