ChEMBL ID,Name,UniProt Accessions,GO Terms,Type,Organism,Class,Target Class,Receptor Family
CHEMBL256,Adenosine A3 receptor,P0DMS8,GO:0001609; GO:0001973; GO:0005886; GO:0006954; GO:0007165; GO:0007190; GO:0008016; GO:0008285; GO:0009611; GO:0014061; GO:0030336; GO:0030425; GO:0032088; GO:0042734; GO:0045202; GO:0098685; GO:0099171,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Adenosine receptors
CHEMBL231,Histamine H1 receptor,P35367,GO:0004969; GO:0004993; GO:0005829; GO:0005886; GO:0006954; GO:0007186; GO:0007187; GO:0007200; GO:0007268; GO:0007613; GO:0008542; GO:0030425; GO:0030594; GO:0043114; GO:0045202; GO:0045907; GO:0048167; GO:0071420,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Histamine receptors
CHEMBL4523871,Probable G-protein coupled receptor 162,Q16538,GO:0004930; GO:0005886,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523901,Probable G-protein coupled receptor 148,Q8TDV2,GO:0004930; GO:0004984; GO:0005549; GO:0005886; GO:0016020; GO:0050911,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL1293316,Relaxin receptor 1,Q9HBX9,GO:0004930; GO:0005886; GO:0007189; GO:0007567; GO:0008528; GO:0009755; GO:0030198; GO:0036446; GO:0042562; GO:0046872; GO:0060427; GO:0060658,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Relaxin family peptide receptors
CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,GO:0001587; GO:0001662; GO:0004993; GO:0005886; GO:0006874; GO:0007187; GO:0007200; GO:0007208; GO:0007210; GO:0007268; GO:0007626; GO:0007631; GO:0010513; GO:0019934; GO:0030425; GO:0030594; GO:0031644; GO:0032098; GO:0042802; GO:0043397; GO:0045202; GO:0045600; GO:0050850; GO:0051209; GO:0051378; GO:0070374; GO:0071886; GO:0098664; GO:0098666,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL1811,Prostanoid EP1 receptor,P34995,GO:0004957; GO:0005886; GO:0006954; GO:0007186; GO:0007189; GO:0007191; GO:0007204; GO:0031748; GO:0032496,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Prostanoid receptors
CHEMBL274,C-C chemokine receptor type 5,P51681,GO:0000165; GO:0001618; GO:0002407; GO:0003779; GO:0004435; GO:0004950; GO:0005737; GO:0005768; GO:0005886; GO:0006816; GO:0006935; GO:0006954; GO:0006955; GO:0006968; GO:0007166; GO:0007186; GO:0007204; GO:0007267; GO:0009897; GO:0009986; GO:0014808; GO:0015026; GO:0016493; GO:0019722; GO:0019957; GO:0023052; GO:0042802; GO:0060326; GO:0070723; GO:0071222; GO:0071791; GO:2000110,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL237,Kappa opioid receptor,P41145,GO:0004985; GO:0005654; GO:0005739; GO:0005829; GO:0005886; GO:0006955; GO:0007193; GO:0007200; GO:0007218; GO:0007268; GO:0007600; GO:0007626; GO:0016020; GO:0016529; GO:0019233; GO:0030315; GO:0030425; GO:0030672; GO:0031635; GO:0032868; GO:0033603; GO:0033612; GO:0033685; GO:0035094; GO:0038003; GO:0038048; GO:0042711; GO:0042734; GO:0042755; GO:0042923; GO:0043005; GO:0043204; GO:0043627; GO:0043679; GO:0044849; GO:0045211; GO:0045471; GO:0046877; GO:0048148; GO:0050951; GO:0051607; GO:0071222; GO:0071333; GO:1900745; GO:1901381; GO:1903937; GO:1904000; GO:1990708,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Opioid receptors
CHEMBL3764,Urotensin II receptor,Q9UKP6,GO:0001604; GO:0004930; GO:0005886; GO:0007165; GO:0007218; GO:0008015; GO:0008217; GO:0016020; GO:0097746,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Urotensin receptors
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,GO:0004930; GO:0005737; GO:0005739; GO:0005886; GO:0006955; GO:0007186; GO:0007189; GO:0007204; GO:0008289; GO:0019222; GO:0038036,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Lysophospholipid (S1P) receptors
CHEMBL2327,Neurokinin 2 receptor,P21452,GO:0004995; GO:0005886; GO:0006936; GO:0007217; GO:0014057; GO:0014827; GO:0016497; GO:0033685; GO:0035106; GO:0036126; GO:0043117; GO:0043270; GO:0045987; GO:0051602; GO:0061827; GO:0070459; GO:0070474; GO:0097225; GO:1902093,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Tachykinin receptors
CHEMBL252,Endothelin receptor ET-A,P25101,GO:0000278; GO:0001569; GO:0001666; GO:0001701; GO:0001974; GO:0001975; GO:0002027; GO:0003094; GO:0003207; GO:0003220; GO:0003228; GO:0003253; GO:0003357; GO:0004435; GO:0004962; GO:0005886; GO:0006874; GO:0006939; GO:0007005; GO:0007165; GO:0007186; GO:0007190; GO:0007193; GO:0007200; GO:0007204; GO:0007585; GO:0008217; GO:0008283; GO:0009611; GO:0010467; GO:0010737; GO:0010827; GO:0014034; GO:0014824; GO:0016322; GO:0030202; GO:0030878; GO:0034599; GO:0035050; GO:0035904; GO:0042310; GO:0042415; GO:0042474; GO:0043123; GO:0044751; GO:0048066; GO:0048484; GO:0048485; GO:0048675; GO:0048706; GO:0050905; GO:0055078; GO:0060070; GO:0060324; GO:0060385; GO:0061028; GO:0061626; GO:0070294; GO:0070588; GO:0071372; GO:0071373; GO:0071806; GO:0072011; GO:0072112; GO:0086100; GO:0086101; GO:0097018; GO:0097084; GO:0097152; GO:0097492; GO:1902287; GO:1903210; GO:1903537; GO:1904888; GO:1905144; GO:1905871; GO:2001259,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Endothelin receptors
CHEMBL1901,Cholecystokinin A receptor,P32238,GO:0001764; GO:0004951; GO:0005654; GO:0005829; GO:0005886; GO:0007186; GO:0007200; GO:0007409; GO:0016020; GO:0017046; GO:0030900; GO:0032870; GO:0038188; GO:0042277; GO:0046883,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Cholecystokinin receptors
CHEMBL219,Dopamine D4 receptor,P21917,GO:0001591; GO:0001662; GO:0001975; GO:0004952; GO:0004993; GO:0005813; GO:0005886; GO:0006874; GO:0007187; GO:0007195; GO:0007198; GO:0007212; GO:0007268; GO:0008344; GO:0015459; GO:0016020; GO:0017124; GO:0030425; GO:0030594; GO:0032417; GO:0033674; GO:0034776; GO:0035176; GO:0035240; GO:0042053; GO:0042417; GO:0042596; GO:0042752; GO:0042802; GO:0043406; GO:0046872; GO:0048148; GO:0048149; GO:0048511; GO:0050482; GO:0050709; GO:0051378; GO:0051379; GO:0051380; GO:0051586; GO:0060080; GO:0098794; GO:0098978; GO:0099149; GO:1901386,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Dopamine receptors
CHEMBL4561,Neuropeptide Y receptor type 5,Q15761,GO:0001601; GO:0001602; GO:0002675; GO:0002865; GO:0003151; GO:0003214; GO:0004983; GO:0005886; GO:0007186; GO:0007268; GO:0014050; GO:0032229; GO:0042755; GO:0042923; GO:0043005; GO:0043066; GO:0048661; GO:0060112; GO:0070374; GO:0098793; GO:0098982; GO:0099538,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Neuropeptide Y receptors
CHEMBL249,Neurokinin 1 receptor,P25103,GO:0002118; GO:0002687; GO:0003051; GO:0004995; GO:0005886; GO:0006954; GO:0007200; GO:0007204; GO:0007217; GO:0007616; GO:0008306; GO:0009582; GO:0009986; GO:0010193; GO:0010634; GO:0010996; GO:0014910; GO:0016496; GO:0030425; GO:0032224; GO:0032230; GO:0032355; GO:0032570; GO:0035094; GO:0035106; GO:0036126; GO:0042713; GO:0042755; GO:0043117; GO:0044297; GO:0045471; GO:0045760; GO:0045777; GO:0045778; GO:0045907; GO:0046887; GO:0048266; GO:0048660; GO:0050671; GO:0050679; GO:0051496; GO:0051602; GO:0060083; GO:0061827; GO:0070474; GO:0097225; GO:1902093,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Tachykinin receptors
CHEMBL4607,Angiotensin II type 2 (AT-2) receptor,P50052,GO:0001974; GO:0001991; GO:0002033; GO:0002035; GO:0004945; GO:0005886; GO:0006954; GO:0007166; GO:0007186; GO:0007199; GO:0007420; GO:0008217; GO:0010459; GO:0030308; GO:0032516; GO:0035566; GO:0035640; GO:0038060; GO:0042311; GO:0043537; GO:0045893; GO:0048019; GO:0051387; GO:0051402; GO:0072300; GO:0090190; GO:2001238,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Angiotensin receptors
CHEMBL3155,Serotonin 7 (5-HT7) receptor,P34969,GO:0004993; GO:0005886; GO:0006939; GO:0007187; GO:0007268; GO:0007623; GO:0008015; GO:0030425; GO:0030594; GO:0032588; GO:0042310; GO:0045202,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL1881,Prostanoid EP2 receptor,P43116,GO:0004957; GO:0005886; GO:0006954; GO:0007186; GO:0007189; GO:0007204; GO:0009624; GO:0032496; GO:0032570; GO:0042127; GO:0071380,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Prostanoid receptors
CHEMBL3795,Melanocortin receptor 1,Q01726,GO:0004977; GO:0004980; GO:0005737; GO:0005886; GO:0007187; GO:0007189; GO:0008528; GO:0009650; GO:0010739; GO:0019222; GO:0019233; GO:0031625; GO:0032720; GO:0035556; GO:0042438; GO:0042562; GO:0043473; GO:0045944; GO:0070914; GO:0090037; GO:2000253,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melanocortin receptors
CHEMBL1833,Serotonin 2b (5-HT2b) receptor,P41595,GO:0001587; GO:0001755; GO:0001819; GO:0001938; GO:0001965; GO:0002031; GO:0003007; GO:0003300; GO:0004993; GO:0005096; GO:0005654; GO:0005737; GO:0005886; GO:0006874; GO:0007186; GO:0007187; GO:0007205; GO:0007208; GO:0007210; GO:0007268; GO:0008284; GO:0009410; GO:0010513; GO:0014033; GO:0014827; GO:0016310; GO:0019722; GO:0019934; GO:0030425; GO:0030594; GO:0042310; GO:0043066; GO:0043123; GO:0043406; GO:0043491; GO:0045202; GO:0048598; GO:0050795; GO:0051000; GO:0051209; GO:0051378; GO:0051781; GO:0070371; GO:0070374; GO:0070528; GO:0071502; GO:0098664; GO:0098666,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL259,Melanocortin receptor 4,P32245,GO:0002024; GO:0004977; GO:0004980; GO:0005737; GO:0005886; GO:0006112; GO:0007188; GO:0007189; GO:0007631; GO:0016020; GO:0017046; GO:0019222; GO:0030073; GO:0031625; GO:0032868; GO:0042923; GO:0045780; GO:1903998; GO:1990680; GO:2000252; GO:2000821,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melanocortin receptors
CHEMBL2024,Follicle stimulating hormone receptor,P23945,GO:0004963; GO:0005886; GO:0007186; GO:0007189; GO:0007283; GO:0007292; GO:0008406; GO:0008528; GO:0008584; GO:0008585; GO:0009755; GO:0010738; GO:0016020; GO:0042699; GO:0043235; GO:0051897; GO:0070374; GO:0071372,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Glycoprotein hormone receptors
CHEMBL2150838,Succinate receptor 1,Q9BXA5,GO:0002001; GO:0002281; GO:0004930; GO:0005886; GO:0007186; GO:0038023; GO:0042593; GO:0050729; GO:0050921; GO:0051592; GO:0060177; GO:0070062; GO:0097009,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Succinate receptors
CHEMBL4296308,Rhodopsin,P08100,GO:0000139; GO:0000226; GO:0001750; GO:0001917; GO:0004930; GO:0005502; GO:0005794; GO:0005886; GO:0005911; GO:0007186; GO:0007601; GO:0007602; GO:0007603; GO:0008020; GO:0009642; GO:0010467; GO:0016020; GO:0016038; GO:0016056; GO:0030660; GO:0042622; GO:0043052; GO:0045494; GO:0046872; GO:0050960; GO:0060170; GO:0060342; GO:0071482; GO:0071800; GO:0097225; GO:0097381; GO:0120200; GO:1904389; GO:1990913,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Opsins
CHEMBL1275217,C-C motif chemokine 5,P13501,GO:0002407; GO:0002548; GO:0002676; GO:0004435; GO:0004672; GO:0005576; GO:0005615; GO:0005737; GO:0006816; GO:0006874; GO:0006887; GO:0006935; GO:0006954; GO:0007159; GO:0007186; GO:0007267; GO:0008009; GO:0009615; GO:0009636; GO:0010759; GO:0010820; GO:0014911; GO:0016004; GO:0030298; GO:0030335; GO:0031328; GO:0031584; GO:0031726; GO:0031729; GO:0031730; GO:0033634; GO:0034112; GO:0042056; GO:0042102; GO:0042119; GO:0042327; GO:0042379; GO:0042531; GO:0042802; GO:0042803; GO:0043922; GO:0044344; GO:0045070; GO:0045071; GO:0045089; GO:0045744; GO:0045745; GO:0045785; GO:0045948; GO:0046817; GO:0048020; GO:0048245; GO:0048246; GO:0048661; GO:0050673; GO:0050679; GO:0050796; GO:0050863; GO:0051897; GO:0051928; GO:0060326; GO:0061844; GO:0070098; GO:0070233; GO:0070234; GO:0071346; GO:0071347; GO:0071356; GO:0090026; GO:0097696; GO:0098586; GO:2000110; GO:2000406; GO:2000503,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Other
CHEMBL3259470,G-protein coupled receptor 183,P32249,GO:0002250; GO:0002312; GO:0002313; GO:0002407; GO:0004930; GO:0005886; GO:0006955; GO:0006959; GO:0007186; GO:0008142; GO:0010818; GO:0030316; GO:0030595; GO:0030890; GO:0036145; GO:0061470; GO:0070374; GO:2000458,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL3636,Neuromedin B receptor,P28336,GO:0004946; GO:0005829; GO:0005886; GO:0007186; GO:0007200; GO:0008188; GO:0032715; GO:0032727; GO:0090290; GO:0140374; GO:0160023; GO:1903942,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Bombesin receptors
CHEMBL1790,Vasopressin V2 receptor,P30518,GO:0001992; GO:0003084; GO:0003092; GO:0005000; GO:0005768; GO:0005783; GO:0005794; GO:0005886; GO:0007186; GO:0007188; GO:0007190; GO:0007599; GO:0008284; GO:0008285; GO:0010628; GO:0016020; GO:0021537; GO:0030139; GO:0030669; GO:0032870; GO:0034097; GO:0042277; GO:0045907; GO:0048471; GO:1902533,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Vasopressin and oxytocin receptors
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,GO:0004993; GO:0005737; GO:0005768; GO:0005886; GO:0007186; GO:0007187; GO:0007188; GO:0007268; GO:0016020; GO:0030277; GO:0030425; GO:0030594; GO:0032098; GO:0045202; GO:0070254; GO:0099589; GO:0120056,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL2274,Sphingosine 1-phosphate receptor Edg-8,Q9H228,GO:0004930; GO:0005737; GO:0005886; GO:0007189; GO:0019222; GO:0038036; GO:0045664,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Lysophospholipid (S1P) receptors
CHEMBL229,Alpha-1a adrenergic receptor,P35348,GO:0000165; GO:0001985; GO:0001994; GO:0001996; GO:0001997; GO:0004937; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005901; GO:0006915; GO:0006939; GO:0007165; GO:0007186; GO:0007200; GO:0007204; GO:0007267; GO:0007512; GO:0008285; GO:0009410; GO:0009725; GO:0010507; GO:0010613; GO:0031965; GO:0032230; GO:0035556; GO:0043231; GO:0043410; GO:0045760; GO:0045907; GO:0045987; GO:0046982; GO:0060402; GO:0060452; GO:0061049; GO:0070374; GO:0071880; GO:0090037; GO:0097195; GO:0150099,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Adrenoceptors
CHEMBL255,Adenosine A2b receptor,P29275,GO:0001609; GO:0002882; GO:0004930; GO:0005886; GO:0007186; GO:0007189; GO:0007190; GO:0010575; GO:0010753; GO:0019934; GO:0032722; GO:0032755; GO:0042311; GO:0043303; GO:0043306; GO:0060087; GO:0098685; GO:0098793; GO:0098978; GO:0099171,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Adenosine receptors
CHEMBL1805,Serotonin 1f (5-HT1f) receptor,P30939,GO:0004993; GO:0005886; GO:0007187; GO:0007193; GO:0007198; GO:0007268; GO:0030425; GO:0030594; GO:0045202; GO:0051378,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL236,Delta opioid receptor,P41143,GO:0004985; GO:0005886; GO:0006955; GO:0007186; GO:0007187; GO:0007193; GO:0007200; GO:0007218; GO:0008344; GO:0010629; GO:0030672; GO:0031333; GO:0032590; GO:0032793; GO:0033138; GO:0033612; GO:0035094; GO:0038003; GO:0038046; GO:0042734; GO:0042755; GO:0042923; GO:0043005; GO:0043679; GO:0051881; GO:0051924; GO:0071363; GO:0071456; GO:0097237; GO:0097444; GO:0098839; GO:0098992,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Opioid receptors
CHEMBL1941,Histamine H2 receptor,P25021,GO:0001696; GO:0004969; GO:0004993; GO:0005886; GO:0006955; GO:0007187; GO:0007268; GO:0030425; GO:0030594; GO:0045202; GO:0045907,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Histamine receptors
CHEMBL1628481,Apelin receptor,P35414,GO:0001525; GO:0001568; GO:0001570; GO:0001944; GO:0001947; GO:0003171; GO:0003272; GO:0004930; GO:0005886; GO:0007186; GO:0007369; GO:0007507; GO:0007512; GO:0010468; GO:0010629; GO:0035886; GO:0035904; GO:0038023; GO:0043951; GO:0045766; GO:0050878; GO:0051281; GO:0060182; GO:0060183; GO:0060412; GO:0060841; GO:0060976; GO:1903589; GO:1903596; GO:1904022,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Apelin receptors
CHEMBL1921,Vasopressin V1b receptor,P47901,GO:0001992; GO:0005000; GO:0005080; GO:0005768; GO:0005794; GO:0005886; GO:0007186; GO:0007200; GO:0007204; GO:0032430; GO:0032870; GO:0042127; GO:0042277; GO:0043410; GO:0045907; GO:0046718; GO:0060732; GO:0090238; GO:0150104,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Vasopressin and oxytocin receptors
CHEMBL3091266,G-protein coupled receptor 39,O43194,GO:0004930; GO:0005886; GO:0007186; GO:0046872,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL1293293,Neuropeptides B/W receptor type 1,P48145,GO:0004930; GO:0004985; GO:0005886; GO:0007186; GO:0007218; GO:0007268; GO:0008188; GO:0016020; GO:0019222; GO:0042923; GO:0043005; GO:0045202,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Neuropeptide W/neuropeptide B receptors
CHEMBL5852,Pyroglutamylated RFamide peptide receptor,Q96P65,GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0016020; GO:0032870; GO:0042277,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Peptide P518 receptors
CHEMBL5700,Lysophosphatidic acid receptor 5,Q9H1C0,GO:0004930; GO:0005886; GO:0048266,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Lysophospholipid (LPA) receptors
CHEMBL344,Melanin-concentrating hormone receptor 1,Q99705,GO:0004930; GO:0005102; GO:0005886; GO:0005929; GO:0006091; GO:0007166; GO:0007186; GO:0007193; GO:0007204; GO:0007218; GO:0007631; GO:0008188; GO:0030273; GO:0042562; GO:0042923; GO:0043005; GO:0051928; GO:0060170; GO:0097730,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melanin-concentrating hormone
CHEMBL4441,C-X-C chemokine receptor type 3,P49682,GO:0001525; GO:0001937; GO:0002685; GO:0004950; GO:0005737; GO:0005886; GO:0006915; GO:0006935; GO:0006954; GO:0006955; GO:0007155; GO:0007166; GO:0007186; GO:0007189; GO:0007204; GO:0008284; GO:0009897; GO:0009986; GO:0016493; GO:0016494; GO:0016525; GO:0019722; GO:0019956; GO:0019957; GO:0019958; GO:0030155; GO:0038023; GO:0045766; GO:0045944; GO:0050921; GO:0051281; GO:0060326; GO:1900118; GO:1900119,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL4594,C-C chemokine receptor type 7,P32248,GO:0001768; GO:0001954; GO:0002407; GO:0002408; GO:0002606; GO:0002885; GO:0002922; GO:0004930; GO:0005739; GO:0005886; GO:0006954; GO:0006955; GO:0007186; GO:0007204; GO:0009897; GO:0009986; GO:0016493; GO:0019722; GO:0030838; GO:0031274; GO:0031529; GO:0032496; GO:0032649; GO:0032651; GO:0032695; GO:0032735; GO:0034695; GO:0035757; GO:0035758; GO:0038117; GO:0038121; GO:0043123; GO:0045060; GO:0045785; GO:0045860; GO:0046330; GO:0048872; GO:0050862; GO:0051209; GO:0051491; GO:0051897; GO:0060326; GO:0070374; GO:0071345; GO:0071731; GO:0090023; GO:0097022; GO:0097029; GO:2000147; GO:2000510; GO:2000522; GO:2000525; GO:2000526; GO:2000547; GO:2000669,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL5038,Melanin-concentrating hormone receptor 2,Q969V1,GO:0005886; GO:0007218; GO:0008528,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melanin-concentrating hormone
CHEMBL1946,Melatonin receptor 1B,P49286,GO:0004930; GO:0005886; GO:0007186; GO:0007187; GO:0007268; GO:0008502; GO:0010754; GO:0042593; GO:0043010; GO:0043524; GO:0045202; GO:0045906; GO:0046010; GO:0046676; GO:0050796; GO:0051481; GO:0051970; GO:0051971; GO:0098908,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melatonin
CHEMBL4523430,Mas-related G-protein coupled receptor member X4,Q96LA9,GO:0004930; GO:0005886; GO:0007186,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4398,Purinergic receptor P2Y2,P41231,GO:0005886; GO:0006873; GO:0007186; GO:0007200; GO:0031686; GO:0038023; GO:0045028; GO:0045030; GO:0070257; GO:0071318; GO:0097746,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),P2Y receptors
CHEMBL1965,Melanocortin receptor 2,Q01718,GO:0004930; GO:0004977; GO:0004978; GO:0005737; GO:0005886; GO:0007186; GO:0007187; GO:0007189; GO:0019222,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melanocortin receptors
CHEMBL5857,Trace amine-associated receptor 1,Q96RJ0,GO:0001594; GO:0004930; GO:0005886; GO:0007186,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Trace amine receptors
CHEMBL5113,Orexin receptor 1,O43613,GO:0004930; GO:0005886; GO:0007218; GO:0007268; GO:0007631; GO:0016499; GO:0017046; GO:0032870; GO:0042277; GO:0045202; GO:0051480; GO:0070374,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Orexin receptors
CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,GO:0004993; GO:0005886; GO:0007187; GO:0007193; GO:0007198; GO:0007268; GO:0014827; GO:0030425; GO:0030594; GO:0040012; GO:0042310; GO:0045202; GO:0050795,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,GO:0001781; GO:0005886; GO:0007186; GO:0030054; GO:0033031; GO:0050995; GO:0070165; GO:0070553,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Hydroxycarboxylic acid receptors
CHEMBL4429,Neurokinin 3 receptor,P29371,GO:0004995; GO:0005886; GO:0007217; GO:0010460; GO:0032355; GO:0032590; GO:0032809; GO:0042053; GO:0042220; GO:0045777; GO:0060259; GO:0070474; GO:0097225; GO:1902093,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Tachykinin receptors
CHEMBL4714,Pyrimidinergic receptor P2Y6,Q15077,GO:0001621; GO:0004930; GO:0005886; GO:0006909; GO:0007186; GO:0007200; GO:0014911; GO:0016323; GO:0016324; GO:0030321; GO:0031587; GO:0032962; GO:0045029; GO:0045030; GO:0070374; GO:0071380; GO:0071415; GO:1904707; GO:1905835,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),P2Y receptors
CHEMBL2203,Motilin receptor,O43193,GO:0005829; GO:0005886; GO:0007186; GO:0008528; GO:0042562,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Motilin receptors
CHEMBL4018,Neuropeptide Y receptor type 2,P49146,GO:0001601; GO:0003151; GO:0003214; GO:0004983; GO:0005246; GO:0005886; GO:0005929; GO:0007193; GO:0007626; GO:0038023; GO:0097730,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Neuropeptide Y receptors
CHEMBL1995,Prostanoid IP receptor,P43119,GO:0005085; GO:0005829; GO:0005886; GO:0006954; GO:0007187; GO:0007189; GO:0007204; GO:0007267; GO:0010642; GO:0016501; GO:0032496; GO:0048662,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Prostanoid receptors
CHEMBL253,Cannabinoid CB2 receptor,P34972,GO:0001975; GO:0004949; GO:0005737; GO:0005783; GO:0005886; GO:0006954; GO:0006955; GO:0007187; GO:0007189; GO:0019222; GO:0030425; GO:0030595; GO:0031234; GO:0032229; GO:0032496; GO:0033004; GO:0043204; GO:0045759,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Cannabinoid receptors
CHEMBL3710,Prostanoid EP3 receptor,P43115,GO:0004957; GO:0005635; GO:0005886; GO:0006954; GO:0007186; GO:0007189; GO:0007200; GO:0007204; GO:0008219; GO:0014827; GO:0016020; GO:0031622; GO:0060455,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Prostanoid receptors
CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,GO:0001587; GO:0001618; GO:0001659; GO:0002720; GO:0004993; GO:0005883; GO:0005886; GO:0005901; GO:0006096; GO:0006874; GO:0007187; GO:0007204; GO:0007208; GO:0007210; GO:0007268; GO:0007613; GO:0008284; GO:0009410; GO:0010513; GO:0014059; GO:0014824; GO:0014832; GO:0030296; GO:0030424; GO:0030425; GO:0030594; GO:0031410; GO:0031652; GO:0042734; GO:0042802; GO:0043025; GO:0043198; GO:0043267; GO:0043491; GO:0043525; GO:0044380; GO:0044877; GO:0045211; GO:0045600; GO:0045821; GO:0045907; GO:0046960; GO:0048148; GO:0050729; GO:0050731; GO:0050965; GO:0050966; GO:0051209; GO:0051378; GO:0051967; GO:0070374; GO:0070852; GO:0071886; GO:0098664; GO:0098666; GO:0098978; GO:0099171; GO:1900119; GO:1901731; GO:2000573,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,GO:0002020; GO:0004930; GO:0005576; GO:0005886; GO:0007165; GO:0007200; GO:0007596; GO:0009611; GO:0015057; GO:0030168; GO:0035025; GO:0051281; GO:0060155; GO:0070527,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Proteinase-activated receptors
